Time,Amplitude
0.0,0.0
0.0006666666666666666,0.0
0.0013333333333333333,0.0
0.002,0.0
0.0026666666666666666,0.0
0.003333333333333333,0.0
0.004,0.0
0.004666666666666666,0.0
0.005333333333333333,0.0
0.006,0.0
0.006666666666666666,0.0
0.007333333333333333,0.0
0.008,0.0
0.008666666666666666,0.0
0.009333333333333332,0.0
0.01,0.0
0.010666666666666666,0.0
0.011333333333333332,0.0
0.012,0.0
0.012666666666666666,0.0
0.013333333333333332,0.0
0.014,0.0
0.014666666666666666,0.0
0.015333333333333332,0.0
0.016,0.0
0.016666666666666666,0.0
0.017333333333333333,0.0
0.018,0.0
0.018666666666666665,0.0
0.019333333333333334,0.0
0.02,0.0
0.020666666666666667,0.0
0.021333333333333333,0.0
0.022,0.0
0.022666666666666665,0.0
0.02333333333333333,0.0
0.024,0.0
0.024666666666666667,0.0
0.025333333333333333,0.0
0.026,0.0
0.026666666666666665,0.0
0.02733333333333333,0.0
0.028,0.0
0.028666666666666667,0.0
0.029333333333333333,0.0
0.03,0.0
0.030666666666666665,0.0
0.03133333333333333,0.0
0.032,0.0
0.03266666666666666,0.0
0.03333333333333333,0.0
0.033999999999999996,0.0
0.034666666666666665,0.0
0.035333333333333335,0.0
0.036,0.0
0.03666666666666667,0.0
0.03733333333333333,0.0
0.038,0.0
0.03866666666666667,0.0
0.03933333333333333,0.0
0.04,0.0
0.04066666666666666,0.0
0.04133333333333333,0.0
0.041999999999999996,0.0
0.042666666666666665,0.0
0.043333333333333335,0.0
0.044,0.0
0.04466666666666667,0.0
0.04533333333333333,0.0
0.046,0.0
0.04666666666666666,0.0
0.04733333333333333,0.0
0.048,0.0
0.048666666666666664,0.0
0.04933333333333333,0.0
0.049999999999999996,0.0
0.050666666666666665,0.0
0.051333333333333335,0.0
0.052,0.0
0.05266666666666667,0.0
0.05333333333333333,0.0
0.054,0.0
0.05466666666666666,0.0
0.05533333333333333,0.0
0.056,0.0
0.056666666666666664,0.0
0.05733333333333333,0.0
0.057999999999999996,0.0
0.058666666666666666,0.0
0.05933333333333333,0.0
0.06,0.0
0.06066666666666667,0.0
0.06133333333333333,0.0
0.062,0.0
0.06266666666666666,0.0
0.06333333333333332,0.0
0.064,0.0
0.06466666666666666,0.0
0.06533333333333333,0.0
0.066,0.0
0.06666666666666667,0.0
0.06733333333333333,0.0
0.06799999999999999,0.0
0.06866666666666667,0.0
0.06933333333333333,0.0
0.06999999999999999,0.0
